date,state,pop,data,data_rolling_mean,total_cases,new_cases,percent_of_max
2020-06-12,Missouri,6135888,14,17.42857143,16111,187,18.05019305
2020-06-13,Missouri,6135888,16,17.85714286,16327,216,20.84942085
2020-06-14,Missouri,6135888,16,16.57142857,16384,57,5.501930502
2020-06-15,Missouri,6135888,24,16.57142857,16712,328,31.66023166
2020-06-16,Missouri,6135888,6,14.85714286,16930,218,21.04247104
2020-06-17,Missouri,6135888,22,16.28571429,17151,221,21.33204633
2020-06-18,Missouri,6135888,30,18.28571429,17488,337,32.52895753
2020-06-19,Missouri,6135888,12,18,17780,292,28.18532819
2020-06-20,Missouri,6135888,11,17.28571429,18155,375,36.1969112
2020-06-21,Missouri,6135888,19,17.71428571,18552,397,38.32046332
2020-06-22,Missouri,6135888,20,17.14285714,18733,181,17.47104247
2020-06-23,Missouri,6135888,24,19.71428571,19148,415,40.05791506
2020-06-24,Missouri,6135888,14,18.57142857,19478,330,31.85328185
2020-06-25,Missouri,6135888,21,17.28571429,20076,598,57.72200772
2020-06-26,Missouri,6135888,29,19.71428571,20567,491,47.39382239
2020-06-27,Missouri,6135888,37,23.42857143,20909,342,33.01158301
2020-06-28,Missouri,6135888,47,27.42857143,21254,345,33.3011583
2020-06-29,Missouri,6135888,32,29.14285714,21748,494,47.68339768
2020-06-30,Missouri,6135888,37,31,22275,527,50.86872587
2020-07-01,Missouri,6135888,57,37.14285714,22595,320,30.88803089
2020-07-02,Missouri,6135888,35,39.14285714,23085,490,47.2972973
2020-07-03,Missouri,6135888,47,41.71428571,23620,535,51.64092664
2020-07-04,Missouri,6135888,43,42.57142857,24061,441,42.56756757
2020-07-05,Missouri,6135888,39,41.42857143,24334,273,26.35135135
2020-07-06,Missouri,6135888,55,44.71428571,24850,516,49.80694981
2020-07-07,Missouri,6135888,73,49.85714286,25566,716,69.11196911
2020-07-08,Missouri,6135888,84,53.71428571,26343,777,75
2020-07-09,Missouri,6135888,100,63,27301,958,92.47104247
2020-07-10,Missouri,6135888,54,64,28060,759,73.26254826
2020-07-11,Missouri,6135888,48,64.71428571,28649,589,56.85328185
2020-07-12,Missouri,6135888,56,67.14285714,29173,524,50.57915058
2020-07-13,Missouri,6135888,58,67.57142857,29781,608,58.68725869
2020-07-14,Missouri,6135888,68,66.85714286,30817,1036,100
2020-07-15,Missouri,6135888,77,65.85714286,31737,920,88.8030888
2020-07-16,Missouri,6135888,32,56.14285714,32596,859,82.91505792
2020-07-17,Missouri,6135888,37,53.71428571,33536,940,90.73359073
2020-07-18,Missouri,6135888,52,54.28571429,34363,827,79.82625483
2020-07-19,Missouri,6135888,48,53.14285714,35154,791,76.35135135
2020-02-01,Montana,1062330,0,,,,0
2020-02-02,Montana,1062330,0,,,0,0
2020-02-03,Montana,1062330,0,,,0,0
2020-02-04,Montana,1062330,0,,,0,0
2020-02-05,Montana,1062330,0,,,0,0
2020-02-06,Montana,1062330,0,,,0,0
2020-02-07,Montana,1062330,0,0,,0,0
2020-02-08,Montana,1062330,0,0,,0,0
2020-02-09,Montana,1062330,0,0,,0,0
2020-02-10,Montana,1062330,0,0,,0,0
2020-02-11,Montana,1062330,0,0,,0,0
2020-02-12,Montana,1062330,0,0,,0,0
2020-02-13,Montana,1062330,0,0,,0,0
2020-02-14,Montana,1062330,0,0,,0,0
2020-02-15,Montana,1062330,0,0,,0,0
2020-02-16,Montana,1062330,0,0,,0,0
2020-02-17,Montana,1062330,0,0,,0,0
2020-02-18,Montana,1062330,0,0,,0,0
2020-02-19,Montana,1062330,0,0,,0,0
2020-02-20,Montana,1062330,0,0,,0,0
2020-02-21,Montana,1062330,0,0,,0,0
2020-02-22,Montana,1062330,0,0,,0,0
2020-02-23,Montana,1062330,0,0,,0,0
2020-02-24,Montana,1062330,0,0,,0,0
2020-02-25,Montana,1062330,0,0,,0,0
2020-02-26,Montana,1062330,0,0,,0,0
2020-02-27,Montana,1062330,0,0,,0,0
2020-02-28,Montana,1062330,0,0,,0,0
2020-02-29,Montana,1062330,0,0,,0,0
2020-03-01,Montana,1062330,0,0,,0,0
2020-03-02,Montana,1062330,0,0,,0,0
2020-03-03,Montana,1062330,0,0,,0,0
2020-03-04,Montana,1062330,0,0,,0,0
2020-03-05,Montana,1062330,0,0,,0,0
2020-03-06,Montana,1062330,0,0,,0,0
2020-03-07,Montana,1062330,0,0,,0,0
2020-03-08,Montana,1062330,0,0,,0,0
2020-03-09,Montana,1062330,0,0,,0,0
2020-03-10,Montana,1062330,0,0,,0,0
2020-03-11,Montana,1062330,0,0,,0,0
2020-03-12,Montana,1062330,20,2.857142857,,0,0
2020-03-13,Montana,1062330,20,5.714285714,4,4,2.666666667
2020-03-14,Montana,1062330,0,5.714285714,6,2,1.333333333
2020-03-15,Montana,1062330,0,5.714285714,6,0,0
2020-03-16,Montana,1062330,20,8.571428571,8,2,1.333333333
2020-03-17,Montana,1062330,20,11.42857143,8,0,0
2020-03-18,Montana,1062330,0,11.42857143,12,4,2.666666667
2020-03-19,Montana,1062330,0,8.571428571,19,7,4.666666667
2020-03-20,Montana,1062330,0,5.714285714,19,0,0
2020-03-21,Montana,1062330,23,9,29,10,6.666666667
2020-03-22,Montana,1062330,0,9,34,5,3.333333333
2020-03-23,Montana,1062330,0,6.142857143,45,11,7.333333333
2020-03-24,Montana,1062330,0,3.285714286,51,6,4
2020-03-25,Montana,1062330,0,3.285714286,65,14,9.333333333
2020-03-26,Montana,1062330,0,3.285714286,90,25,16.66666667
2020-03-27,Montana,1062330,18,5.857142857,121,31,20.66666667
2020-03-28,Montana,1062330,21,5.571428571,147,26,17.33333333
2020-03-29,Montana,1062330,22,8.714285714,161,14,9.333333333
2020-03-30,Montana,1062330,0,8.714285714,177,16,10.66666667
2020-03-31,Montana,1062330,0,8.714285714,198,21,14
2020-04-01,Montana,1062330,16,11,219,21,14
2020-04-02,Montana,1062330,0,11,241,22,14.66666667
2020-04-03,Montana,1062330,0,8.428571429,262,21,14
2020-04-04,Montana,1062330,0,5.428571429,281,19,12.66666667
2020-04-05,Montana,1062330,0,2.285714286,298,17,11.33333333
2020-04-06,Montana,1062330,0,2.285714286,319,21,14
2020-04-07,Montana,1062330,18,4.857142857,319,0,0
2020-04-08,Montana,1062330,28,6.571428571,332,13,8.666666667
2020-04-09,Montana,1062330,0,6.571428571,354,22,14.66666667
2020-04-10,Montana,1062330,20,9.428571429,365,11,7.333333333
2020-04-11,Montana,1062330,41,15.28571429,377,12,8
2020-04-12,Montana,1062330,21,18.28571429,387,10,6.666666667
2020-04-13,Montana,1062330,18,20.85714286,394,7,4.666666667
2020-04-14,Montana,1062330,27,22.14285714,399,5,3.333333333
2020-04-15,Montana,1062330,0,18.14285714,404,5,3.333333333
2020-04-16,Montana,1062330,0,18.14285714,415,11,7.333333333
2020-04-17,Montana,1062330,0,15.28571429,422,7,4.666666667
2020-04-18,Montana,1062330,21,12.42857143,426,4,2.666666667
2020-04-19,Montana,1062330,21,12.42857143,433,7,4.666666667
2020-04-20,Montana,1062330,18,12.42857143,433,0,0
2020-04-21,Montana,1062330,0,8.571428571,437,4,2.666666667
2020-04-22,Montana,1062330,55,16.42857143,439,2,1.333333333
2020-04-23,Montana,1062330,34,21.28571429,442,3,2
2020-04-24,Montana,1062330,0,21.28571429,444,2,1.333333333
2020-04-25,Montana,1062330,0,18.28571429,445,1,0.6666666667
2020-04-26,Montana,1062330,0,15.28571429,448,3,2
2020-04-27,Montana,1062330,18,15.28571429,449,1,0.6666666667
2020-04-28,Montana,1062330,37,20.57142857,451,2,1.333333333
2020-04-29,Montana,1062330,19,15.42857143,451,0,0
2020-04-30,Montana,1062330,17,13,452,1,0.6666666667
2020-05-01,Montana,1062330,19,15.71428571,452,0,0
2020-05-02,Montana,1062330,0,15.71428571,454,2,1.333333333
2020-05-03,Montana,1062330,43,21.85714286,454,0,0
2020-05-04,Montana,1062330,0,19.28571429,456,2,1.333333333
2020-05-05,Montana,1062330,18,16.57142857,456,0,0
2020-05-06,Montana,1062330,19,16.57142857,456,0,0
2020-05-07,Montana,1062330,18,16.71428571,456,0,0
2020-05-08,Montana,1062330,29,18.14285714,458,2,1.333333333
2020-05-09,Montana,1062330,35,23.14285714,458,0,0
2020-05-10,Montana,1062330,23,20.28571429,458,0,0
2020-05-11,Montana,1062330,0,20.28571429,459,1,0.6666666667
2020-05-12,Montana,1062330,18,20.28571429,461,2,1.333333333
2020-05-13,Montana,1062330,18,20.14285714,462,1,0.6666666667
2020-05-14,Montana,1062330,0,17.57142857,462,0,0
2020-05-15,Montana,1062330,19,16.14285714,466,4,2.666666667
2020-05-16,Montana,1062330,48,18,468,2,1.333333333
2020-05-17,Montana,1062330,0,14.71428571,468,0,0
2020-05-18,Montana,1062330,0,14.71428571,470,2,1.333333333
2020-05-19,Montana,1062330,19,14.85714286,471,1,0.6666666667
2020-05-20,Montana,1062330,18,14.85714286,478,7,4.666666667
2020-05-21,Montana,1062330,0,14.85714286,479,1,0.6666666667
2020-05-22,Montana,1062330,0,12.14285714,479,0,0
2020-05-23,Montana,1062330,46,11.85714286,479,0,0
2020-05-24,Montana,1062330,0,11.85714286,479,0,0
2020-05-25,Montana,1062330,25,15.42857143,479,0,0
2020-05-26,Montana,1062330,20,15.57142857,479,0,0
2020-05-27,Montana,1062330,29,17.14285714,481,2,1.333333333
2020-05-28,Montana,1062330,0,17.14285714,485,4,2.666666667
2020-05-29,Montana,1062330,41,23,493,8,5.333333333
2020-05-30,Montana,1062330,25,20,505,12,8
2020-05-31,Montana,1062330,24,23.42857143,515,10,6.666666667
2020-06-01,Montana,1062330,0,19.85714286,519,4,2.666666667
2020-06-02,Montana,1062330,0,17,523,4,2.666666667
2020-06-03,Montana,1062330,0,12.85714286,525,2,1.333333333
2020-06-04,Montana,1062330,0,12.85714286,537,12,8
2020-06-05,Montana,1062330,0,7,539,2,1.333333333
2020-06-06,Montana,1062330,0,3.428571429,540,1,0.6666666667
2020-06-07,Montana,1062330,0,0,545,5,3.333333333
2020-06-08,Montana,1062330,18,2.571428571,548,3,2
2020-06-09,Montana,1062330,19,5.285714286,554,6,4
2020-06-10,Montana,1062330,20,8.142857143,561,7,4.666666667
2020-06-11,Montana,1062330,21,11.14285714,563,2,1.333333333
2020-06-12,Montana,1062330,22,14.28571429,573,10,6.666666667
2020-06-13,Montana,1062330,0,14.28571429,588,15,10
2020-06-14,Montana,1062330,0,14.28571429,601,13,8.666666667
2020-06-15,Montana,1062330,19,14.42857143,609,8,5.333333333
2020-06-16,Montana,1062330,20,14.57142857,614,5,3.333333333
2020-06-17,Montana,1062330,19,14.42857143,630,16,10.66666667
2020-06-18,Montana,1062330,0,11.42857143,655,25,16.66666667
2020-06-19,Montana,1062330,21,11.28571429,666,11,7.333333333
2020-06-20,Montana,1062330,0,11.28571429,698,32,21.33333333
2020-06-21,Montana,1062330,75,22,717,19,12.66666667
2020-06-22,Montana,1062330,21,22.28571429,734,17,11.33333333
2020-06-23,Montana,1062330,20,22.28571429,743,9,6
2020-06-24,Montana,1062330,0,19.57142857,766,23,15.33333333
2020-06-25,Montana,1062330,0,19.57142857,803,37,24.66666667
2020-06-26,Montana,1062330,43,22.71428571,829,26,17.33333333
2020-06-27,Montana,1062330,0,22.71428571,852,23,15.33333333
2020-06-28,Montana,1062330,22,15.14285714,863,11,7.333333333
2020-06-29,Montana,1062330,56,20.14285714,919,56,37.33333333
2020-06-30,Montana,1062330,19,20,967,48,32
2020-07-01,Montana,1062330,49,27,1016,49,32.66666667
2020-07-02,Montana,1062330,32,31.57142857,1083,67,44.66666667
2020-07-03,Montana,1062330,58,33.71428571,1128,45,30
2020-07-04,Montana,1062330,53,41.28571429,1167,39,26
2020-07-05,Montana,1062330,81,49.71428571,1212,45,30
2020-07-06,Montana,1062330,40,47.42857143,1249,37,24.66666667
2020-07-07,Montana,1062330,76,55.57142857,1327,78,52
2020-07-08,Montana,1062330,20,51.42857143,1371,44,29.33333333
2020-07-09,Montana,1062330,73,57.28571429,1466,95,63.33333333
2020-07-10,Montana,1062330,31,53.42857143,1593,127,84.66666667
2020-07-11,Montana,1062330,37,51.14285714,1677,84,56
2020-07-12,Montana,1062330,48,46.42857143,1758,81,54
2020-07-13,Montana,1062330,100,55,1908,150,100
2020-07-14,Montana,1062330,70,54.14285714,2038,130,86.66666667
2020-07-15,Montana,1062330,80,62.71428571,2149,111,74
2020-07-16,Montana,1062330,21,55.28571429,2265,116,77.33333333
2020-07-17,Montana,1062330,31,55.28571429,2383,118,78.66666667
2020-07-18,Montana,1062330,50,57.14285714,2471,88,58.66666667
2020-07-19,Montana,1062330,36,55.42857143,2533,62,41.33333333
2020-02-01,Nebraska,1932549,0,,,,0
2020-02-02,Nebraska,1932549,0,,,0,0
2020-02-03,Nebraska,1932549,0,,,0,0
2020-02-04,Nebraska,1932549,0,,,0,0
2020-02-05,Nebraska,1932549,0,,,0,0
2020-02-06,Nebraska,1932549,0,,,0,0
2020-02-07,Nebraska,1932549,0,0,,0,0
2020-02-08,Nebraska,1932549,0,0,,0,0
2020-02-09,Nebraska,1932549,0,0,,0,0
2020-02-10,Nebraska,1932549,0,0,,0,0
2020-02-11,Nebraska,1932549,0,0,,0,0
2020-02-12,Nebraska,1932549,0,0,,0,0
2020-02-13,Nebraska,1932549,0,0,,0,0
2020-02-14,Nebraska,1932549,0,0,,0,0
2020-02-15,Nebraska,1932549,0,0,,0,0
2020-02-16,Nebraska,1932549,0,0,,0,0
2020-02-17,Nebraska,1932549,0,0,10,10,1.5625
2020-02-18,Nebraska,1932549,0,0,10,0,0
2020-02-19,Nebraska,1932549,0,0,10,0,0
2020-02-20,Nebraska,1932549,0,0,11,1,0.15625
2020-02-21,Nebraska,1932549,0,0,11,0,0
2020-02-22,Nebraska,1932549,0,0,11,0,0
2020-02-23,Nebraska,1932549,0,0,11,0,0
2020-02-24,Nebraska,1932549,0,0,12,1,0.15625
2020-02-25,Nebraska,1932549,0,0,13,1,0.15625
2020-02-26,Nebraska,1932549,0,0,13,0,0
2020-02-27,Nebraska,1932549,0,0,13,0,0
2020-02-28,Nebraska,1932549,0,0,13,0,0
2020-02-29,Nebraska,1932549,0,0,13,0,0
2020-03-01,Nebraska,1932549,0,0,13,0,0
2020-03-02,Nebraska,1932549,0,0,13,0,0
2020-03-03,Nebraska,1932549,0,0,13,0,0
2020-03-04,Nebraska,1932549,0,0,13,0,0
2020-03-05,Nebraska,1932549,0,0,13,0,0
2020-03-06,Nebraska,1932549,0,0,14,1,0.15625
2020-03-07,Nebraska,1932549,13,1.857142857,14,0,0
2020-03-08,Nebraska,1932549,0,1.857142857,16,2,0.3125
2020-03-09,Nebraska,1932549,0,1.857142857,16,0,0
2020-03-10,Nebraska,1932549,0,1.857142857,17,1,0.15625
2020-03-11,Nebraska,1932549,0,1.857142857,23,6,0.9375
2020-03-12,Nebraska,1932549,11,3.428571429,24,1,0.15625
2020-03-13,Nebraska,1932549,0,3.428571429,27,3,0.46875
2020-03-14,Nebraska,1932549,13,3.428571429,29,2,0.3125
2020-03-15,Nebraska,1932549,13,5.285714286,31,2,0.3125
2020-03-16,Nebraska,1932549,0,5.285714286,33,2,0.3125
2020-03-17,Nebraska,1932549,0,5.285714286,36,3,0.46875
2020-03-18,Nebraska,1932549,0,5.285714286,43,7,1.09375
2020-03-19,Nebraska,1932549,0,3.714285714,47,4,0.625
2020-03-20,Nebraska,1932549,10,5.142857143,53,6,0.9375
2020-03-21,Nebraska,1932549,0,3.285714286,61,8,1.25
2020-03-22,Nebraska,1932549,0,1.428571429,62,1,0.15625
2020-03-23,Nebraska,1932549,10,2.857142857,73,11,1.71875
2020-03-24,Nebraska,1932549,0,2.857142857,77,4,0.625
2020-03-25,Nebraska,1932549,0,2.857142857,84,7,1.09375
2020-03-26,Nebraska,1932549,0,2.857142857,91,7,1.09375
2020-03-27,Nebraska,1932549,10,2.857142857,102,11,1.71875
2020-03-28,Nebraska,1932549,23,6.142857143,122,20,3.125
2020-03-29,Nebraska,1932549,0,6.142857143,138,16,2.5
2020-03-30,Nebraska,1932549,0,4.714285714,185,47,7.34375
2020-03-31,Nebraska,1932549,0,4.714285714,199,14,2.1875
2020-04-01,Nebraska,1932549,11,6.285714286,249,50,7.8125
2020-04-02,Nebraska,1932549,0,6.285714286,273,24,3.75
2020-04-03,Nebraska,1932549,0,4.857142857,297,24,3.75
2020-04-04,Nebraska,1932549,0,1.571428571,339,42,6.5625
2020-04-05,Nebraska,1932549,12,3.285714286,377,38,5.9375
2020-04-06,Nebraska,1932549,0,3.285714286,438,61,9.53125
2020-04-07,Nebraska,1932549,22,6.428571429,491,53,8.28125
2020-04-08,Nebraska,1932549,21,7.857142857,538,47,7.34375
2020-04-09,Nebraska,1932549,32,12.42857143,594,56,8.75
2020-04-10,Nebraska,1932549,22,15.57142857,678,84,13.125
2020-04-11,Nebraska,1932549,37,20.85714286,718,40,6.25
2020-04-12,Nebraska,1932549,12,20.85714286,805,87,13.59375
2020-04-13,Nebraska,1932549,10,22.28571429,870,65,10.15625
2020-04-14,Nebraska,1932549,10,20.57142857,930,60,9.375
2020-04-15,Nebraska,1932549,0,17.57142857,994,64,10
2020-04-16,Nebraska,1932549,10,14.42857143,1094,100,15.625
2020-04-17,Nebraska,1932549,0,11.28571429,1216,122,19.0625
2020-04-18,Nebraska,1932549,23,9.285714286,1348,132,20.625
2020-04-19,Nebraska,1932549,0,7.571428571,1473,125,19.53125
2020-04-20,Nebraska,1932549,0,6.142857143,1646,173,27.03125
2020-04-21,Nebraska,1932549,10,6.142857143,1726,80,12.5
2020-04-22,Nebraska,1932549,0,6.142857143,1826,100,15.625
2020-04-23,Nebraska,1932549,10,6.142857143,2190,364,56.875
2020-04-24,Nebraska,1932549,0,6.142857143,2474,284,44.375
2020-04-25,Nebraska,1932549,35,7.857142857,2898,424,66.25
2020-04-26,Nebraska,1932549,49,14.85714286,3126,228,35.625
2020-04-27,Nebraska,1932549,10,16.28571429,3487,361,56.40625
2020-04-28,Nebraska,1932549,21,17.85714286,3613,126,19.6875
2020-04-29,Nebraska,1932549,41,23.71428571,3876,263,41.09375
2020-04-30,Nebraska,1932549,30,26.57142857,4332,456,71.25
2020-05-01,Nebraska,1932549,0,26.57142857,4838,506,79.0625
2020-05-02,Nebraska,1932549,0,21.57142857,5332,494,77.1875
2020-05-03,Nebraska,1932549,0,14.57142857,5686,354,55.3125
2020-05-04,Nebraska,1932549,20,16,6123,437,68.28125
2020-05-05,Nebraska,1932549,10,14.42857143,6442,319,49.84375
2020-05-06,Nebraska,1932549,21,11.57142857,6771,329,51.40625
2020-05-07,Nebraska,1932549,21,10.28571429,7190,419,65.46875
2020-05-08,Nebraska,1932549,10,11.71428571,7830,640,100
2020-05-09,Nebraska,1932549,12,13.42857143,8233,403,62.96875
2020-05-10,Nebraska,1932549,12,15.14285714,8328,95,14.84375
2020-05-11,Nebraska,1932549,32,16.85714286,8575,247,38.59375
2020-05-12,Nebraska,1932549,0,15.42857143,8732,157,24.53125
2020-05-13,Nebraska,1932549,10,13.85714286,9072,340,53.125
2020-05-14,Nebraska,1932549,10,12.28571429,9411,339,52.96875
2020-05-15,Nebraska,1932549,0,10.85714286,9766,355,55.46875
2020-05-16,Nebraska,1932549,37,14.42857143,10220,454,70.9375
2020-05-17,Nebraska,1932549,0,12.71428571,10348,128,20
2020-05-18,Nebraska,1932549,11,9.714285714,10625,277,43.28125
2020-05-19,Nebraska,1932549,22,12.85714286,10846,221,34.53125
2020-05-20,Nebraska,1932549,33,16.14285714,11119,273,42.65625
2020-05-21,Nebraska,1932549,11,16.28571429,11423,304,47.5
2020-05-22,Nebraska,1932549,22,19.42857143,11661,238,37.1875
2020-05-23,Nebraska,1932549,39,19.71428571,11988,327,51.09375
2020-05-24,Nebraska,1932549,25,23.28571429,12133,145,22.65625
2020-05-25,Nebraska,1932549,0,21.71428571,12354,221,34.53125
2020-05-26,Nebraska,1932549,11,20.14285714,12618,264,41.25
2020-05-27,Nebraska,1932549,33,20.14285714,12975,357,55.78125
2020-05-28,Nebraska,1932549,11,20.14285714,13260,285,44.53125
2020-05-29,Nebraska,1932549,35,22,13654,394,61.5625
2020-05-30,Nebraska,1932549,0,16.42857143,13905,251,39.21875
2020-05-31,Nebraska,1932549,25,16.42857143,14101,196,30.625
2020-06-01,Nebraska,1932549,0,16.42857143,14345,244,38.125
2020-06-02,Nebraska,1932549,0,14.85714286,14611,266,41.5625
2020-06-03,Nebraska,1932549,22,13.28571429,14866,255,39.84375
2020-06-04,Nebraska,1932549,0,11.71428571,15117,251,39.21875
2020-06-05,Nebraska,1932549,11,8.285714286,15379,262,40.9375
2020-06-06,Nebraska,1932549,39,13.85714286,15543,164,25.625
2020-06-07,Nebraska,1932549,13,12.14285714,15634,91,14.21875
2020-06-08,Nebraska,1932549,11,13.71428571,15752,118,18.4375
2020-06-09,Nebraska,1932549,32,18.28571429,15888,136,21.25
2020-06-10,Nebraska,1932549,11,16.71428571,16025,137,21.40625
2020-06-11,Nebraska,1932549,11,18.28571429,16315,290,45.3125
2020-06-12,Nebraska,1932549,12,18.42857143,16513,198,30.9375
2020-06-13,Nebraska,1932549,42,18.85714286,16634,121,18.90625
2020-06-14,Nebraska,1932549,0,17,16735,101,15.78125
2020-06-15,Nebraska,1932549,23,18.71428571,16860,125,19.53125
2020-06-16,Nebraska,1932549,0,14.14285714,17031,171,26.71875
2020-06-17,Nebraska,1932549,35,17.57142857,17226,195,30.46875
2020-06-18,Nebraska,1932549,0,16,17415,189,29.53125
2020-06-19,Nebraska,1932549,0,14.28571429,17591,176,27.5
2020-06-20,Nebraska,1932549,14,10.28571429,17707,116,18.125
2020-06-21,Nebraska,1932549,27,14.14285714,17810,103,16.09375
2020-06-22,Nebraska,1932549,35,15.85714286,17957,147,22.96875
2020-06-23,Nebraska,1932549,60,24.42857143,18091,134,20.9375
2020-06-24,Nebraska,1932549,0,19.42857143,18220,129,20.15625
2020-06-25,Nebraska,1932549,24,22.85714286,18346,126,19.6875
2020-06-26,Nebraska,1932549,0,22.85714286,18524,178,27.8125
2020-06-27,Nebraska,1932549,14,22.85714286,18775,251,39.21875
2020-06-28,Nebraska,1932549,40,24.71428571,18900,125,19.53125
2020-06-29,Nebraska,1932549,36,24.85714286,19064,164,25.625
2020-06-30,Nebraska,1932549,72,26.57142857,19194,130,20.3125
2020-07-01,Nebraska,1932549,48,33.42857143,19325,131,20.46875
2020-07-02,Nebraska,1932549,12,31.71428571,19476,151,23.59375
2020-07-03,Nebraska,1932549,27,35.57142857,19660,184,28.75
2020-07-04,Nebraska,1932549,16,35.85714286,19826,166,25.9375
2020-07-05,Nebraska,1932549,46,36.71428571,19937,111,17.34375
2020-07-06,Nebraska,1932549,24,35,20052,115,17.96875
2020-07-07,Nebraska,1932549,83,36.57142857,20205,153,23.90625
2020-07-08,Nebraska,1932549,48,36.57142857,20437,232,36.25
2020-07-09,Nebraska,1932549,72,45.14285714,20658,221,34.53125
2020-07-10,Nebraska,1932549,25,44.85714286,20834,176,27.5
2020-07-11,Nebraska,1932549,57,50.71428571,21035,201,31.40625
2020-07-12,Nebraska,1932549,100,58.42857143,21214,179,27.96875
2020-07-13,Nebraska,1932549,35,60,21444,230,35.9375
2020-07-14,Nebraska,1932549,60,56.71428571,21717,273,42.65625
2020-07-15,Nebraska,1932549,37,55.14285714,21979,262,40.9375
2020-07-16,Nebraska,1932549,12,46.57142857,22178,199,31.09375
2020-07-17,Nebraska,1932549,49,50,22361,183,28.59375
2020-07-18,Nebraska,1932549,28,45.85714286,22545,184,28.75
2020-07-19,Nebraska,1932549,84,43.57142857,22637,92,14.375
2020-02-01,Nevada,3056824,0,,,,0
2020-02-02,Nevada,3056824,0,,,0,0
2020-02-03,Nevada,3056824,0,,,0,0
2020-02-04,Nevada,3056824,0,,,0,0
2020-02-05,Nevada,3056824,0,,,0,0
2020-02-06,Nevada,3056824,0,,,0,0
2020-02-07,Nevada,3056824,0,0,,0,0
2020-02-08,Nevada,3056824,0,0,,0,0
2020-02-09,Nevada,3056824,0,0,,0,0
2020-02-10,Nevada,3056824,0,0,,0,0
2020-02-11,Nevada,3056824,0,0,,0,0
2020-02-12,Nevada,3056824,0,0,,0,0
2020-02-13,Nevada,3056824,0,0,,0,0
2020-02-14,Nevada,3056824,0,0,,0,0
2020-02-15,Nevada,3056824,0,0,,0,0
2020-02-16,Nevada,3056824,0,0,,0,0
2020-02-17,Nevada,3056824,0,0,,0,0
2020-02-18,Nevada,3056824,0,0,,0,0
2020-02-19,Nevada,3056824,0,0,,0,0
2020-02-20,Nevada,3056824,0,0,,0,0
2020-02-21,Nevada,3056824,0,0,,0,0
2020-02-22,Nevada,3056824,0,0,,0,0
2020-02-23,Nevada,3056824,0,0,,0,0
2020-02-24,Nevada,3056824,0,0,,0,0
2020-02-25,Nevada,3056824,0,0,,0,0
2020-02-26,Nevada,3056824,0,0,,0,0
2020-02-27,Nevada,3056824,0,0,,0,0
2020-02-28,Nevada,3056824,0,0,,0,0
2020-02-29,Nevada,3056824,0,0,,0,0
2020-03-01,Nevada,3056824,0,0,,0,0
2020-03-02,Nevada,3056824,0,0,,0,0
2020-03-03,Nevada,3056824,0,0,,0,0
2020-03-04,Nevada,3056824,0,0,,0,0
2020-03-05,Nevada,3056824,0,0,2,2,0.1391788448
2020-03-06,Nevada,3056824,10,1.428571429,2,0,0
2020-03-07,Nevada,3056824,0,1.428571429,2,0,0
2020-03-08,Nevada,3056824,0,1.428571429,4,2,0.1391788448
2020-03-09,Nevada,3056824,0,1.428571429,4,0,0
2020-03-10,Nevada,3056824,0,1.428571429,4,0,0
2020-03-11,Nevada,3056824,0,1.428571429,7,3,0.2087682672
2020-03-12,Nevada,3056824,9,2.714285714,11,4,0.2783576896
2020-03-13,Nevada,3056824,0,1.285714286,19,8,0.5567153793
2020-03-14,Nevada,3056824,0,1.285714286,21,2,0.1391788448
2020-03-15,Nevada,3056824,10,2.714285714,26,5,0.347947112
2020-03-16,Nevada,3056824,9,4,45,19,1.322199026
2020-03-17,Nevada,3056824,19,6.714285714,55,10,0.6958942241
2020-03-18,Nevada,3056824,9,8,82,27,1.878914405
2020-03-19,Nevada,3056824,10,8.142857143,99,17,1.183020181
2020-03-20,Nevada,3056824,0,8.142857143,165,66,4.592901879
2020-03-21,Nevada,3056824,11,9.714285714,165,0,0
2020-03-22,Nevada,3056824,11,9.857142857,190,25,1.73973556
2020-03-23,Nevada,3056824,0,8.571428571,265,75,5.219206681
2020-03-24,Nevada,3056824,10,7.285714286,315,50,3.47947112
2020-03-25,Nevada,3056824,9,7.285714286,405,90,6.263048017
2020-03-26,Nevada,3056824,10,7.285714286,535,130,9.046624913
2020-03-27,Nevada,3056824,0,7.285714286,621,86,5.984690327
2020-03-28,Nevada,3056824,10,7.142857143,738,117,8.141962422
2020-03-29,Nevada,3056824,16,7.857142857,920,182,12.66527488
2020-03-30,Nevada,3056824,18,10.42857143,1044,124,8.629088379
2020-03-31,Nevada,3056824,0,9,1113,69,4.801670146
2020-04-01,Nevada,3056824,18,10.28571429,1279,166,11.55184412
2020-04-02,Nevada,3056824,18,11.42857143,1458,179,12.45650661
2020-04-03,Nevada,3056824,9,12.71428571,1549,91,6.332637439
2020-04-04,Nevada,3056824,10,12.71428571,1758,209,14.54418928
2020-04-05,Nevada,3056824,10,11.85714286,1880,122,8.489909534
2020-04-06,Nevada,3056824,28,13.28571429,1971,91,6.332637439
2020-04-07,Nevada,3056824,28,17.28571429,2101,130,9.046624913
2020-04-08,Nevada,3056824,61,23.42857143,2318,217,15.10090466
2020-04-09,Nevada,3056824,24,24.28571429,2456,138,9.603340292
2020-04-10,Nevada,3056824,24,26.42857143,2606,150,10.43841336
