date,state,pop,data,data_rolling_mean,total_cases,new_cases,percent_of_max
2020-02-01,Alabama,4888949,0,,,,0
2020-02-02,Alabama,4888949,0,,,0,0
2020-02-03,Alabama,4888949,0,,,0,0
2020-02-04,Alabama,4888949,0,,,0,0
2020-02-05,Alabama,4888949,0,,,0,0
2020-02-06,Alabama,4888949,0,,,0,0
2020-02-07,Alabama,4888949,0,0,,0,0
2020-02-08,Alabama,4888949,0,0,,0,0
2020-02-09,Alabama,4888949,0,0,,0,0
2020-02-10,Alabama,4888949,0,0,,0,0
2020-02-11,Alabama,4888949,0,0,,0,0
2020-02-12,Alabama,4888949,0,0,,0,0
2020-02-13,Alabama,4888949,0,0,,0,0
2020-02-14,Alabama,4888949,0,0,,0,0
2020-02-15,Alabama,4888949,0,0,,0,0
2020-02-16,Alabama,4888949,0,0,,0,0
2020-02-17,Alabama,4888949,0,0,,0,0
2020-02-18,Alabama,4888949,0,0,,0,0
2020-02-19,Alabama,4888949,0,0,,0,0
2020-02-20,Alabama,4888949,0,0,,0,0
2020-02-21,Alabama,4888949,0,0,,0,0
2020-02-22,Alabama,4888949,0,0,,0,0
2020-02-23,Alabama,4888949,0,0,,0,0
2020-02-24,Alabama,4888949,0,0,,0,0
2020-02-25,Alabama,4888949,0,0,,0,0
2020-02-26,Alabama,4888949,0,0,,0,0
2020-02-27,Alabama,4888949,0,0,,0,0
2020-02-28,Alabama,4888949,0,0,,0,0
2020-02-29,Alabama,4888949,0,0,,0,0
2020-03-01,Alabama,4888949,0,0,,0,0
2020-03-02,Alabama,4888949,0,0,,0,0
2020-03-03,Alabama,4888949,0,0,,0,0
2020-03-04,Alabama,4888949,0,0,,0,0
2020-03-05,Alabama,4888949,0,0,,0,0
2020-03-06,Alabama,4888949,0,0,,0,0
2020-03-07,Alabama,4888949,0,0,,0,0
2020-03-08,Alabama,4888949,0,0,,0,0
2020-03-09,Alabama,4888949,0,0,,0,0
2020-03-10,Alabama,4888949,0,0,,0,0
2020-03-11,Alabama,4888949,0,0,,0,0
2020-03-12,Alabama,4888949,0,0,,0,0
2020-03-13,Alabama,4888949,0,0,6,6,0.2712477396
2020-03-14,Alabama,4888949,0,0,12,6,0.2712477396
2020-03-15,Alabama,4888949,6,0.8571428571,23,11,0.4972875226
2020-03-16,Alabama,4888949,0,0.8571428571,29,6,0.2712477396
2020-03-17,Alabama,4888949,10,2.285714286,39,10,0.452079566
2020-03-18,Alabama,4888949,5,3,51,12,0.5424954792
2020-03-19,Alabama,4888949,0,3,78,27,1.220614828
2020-03-20,Alabama,4888949,0,3,106,28,1.265822785
2020-03-21,Alabama,4888949,6,3.857142857,131,25,1.130198915
2020-03-22,Alabama,4888949,0,3,157,26,1.175406872
2020-03-23,Alabama,4888949,0,3,196,39,1.763110307
2020-03-24,Alabama,4888949,10,3,242,46,2.079566004
2020-03-25,Alabama,4888949,5,3,386,144,6.50994575
2020-03-26,Alabama,4888949,5,3.714285714,538,152,6.871609403
2020-03-27,Alabama,4888949,10,5.142857143,639,101,4.566003617
2020-03-28,Alabama,4888949,6,5.142857143,720,81,3.661844485
2020-03-29,Alabama,4888949,11,6.714285714,830,110,4.972875226
2020-03-30,Alabama,4888949,0,6.714285714,947,117,5.289330922
2020-03-31,Alabama,4888949,0,5.285714286,999,52,2.350813743
2020-04-01,Alabama,4888949,0,4.571428571,1108,109,4.927667269
2020-04-02,Alabama,4888949,5,4.571428571,1270,162,7.323688969
2020-04-03,Alabama,4888949,5,3.857142857,1535,265,11.9801085
2020-04-04,Alabama,4888949,0,3,1632,97,4.38517179
2020-04-05,Alabama,4888949,11,3,1840,208,9.403254973
2020-04-06,Alabama,4888949,14,5,2005,165,7.459312839
2020-04-07,Alabama,4888949,14,7,2197,192,8.679927667
2020-04-08,Alabama,4888949,24,10.42857143,2498,301,13.60759494
2020-04-09,Alabama,4888949,15,11.85714286,2838,340,15.37070524
2020-04-10,Alabama,4888949,5,11.85714286,3008,170,7.685352622
2020-04-11,Alabama,4888949,6,12.71428571,3262,254,11.48282098
2020-04-12,Alabama,4888949,0,11.14285714,3583,321,14.51175407
2020-04-13,Alabama,4888949,9,10.42857143,3805,222,10.03616637
2020-04-14,Alabama,4888949,10,9.857142857,3953,148,6.690777577
2020-04-15,Alabama,4888949,9,7.714285714,4241,288,13.0198915
2020-04-16,Alabama,4888949,23,8.857142857,4404,163,7.368896926
2020-04-17,Alabama,4888949,19,10.85714286,4572,168,7.594936709
2020-04-18,Alabama,4888949,5,10.71428571,4723,151,6.826401447
2020-04-19,Alabama,4888949,10,12.14285714,4903,180,8.137432188
2020-04-20,Alabama,4888949,14,12.85714286,5078,175,7.911392405
2020-04-21,Alabama,4888949,10,12.85714286,5327,249,11.25678119
2020-04-22,Alabama,4888949,10,13,5610,283,12.79385172
2020-04-23,Alabama,4888949,18,12.28571429,5832,222,10.03616637
2020-04-24,Alabama,4888949,9,10.85714286,6026,194,8.77034358
2020-04-25,Alabama,4888949,21,13.14285714,6213,187,8.453887884
2020-04-26,Alabama,4888949,22,14.85714286,6421,208,9.403254973
2020-04-27,Alabama,4888949,10,14.28571429,6539,118,5.334538879
2020-04-28,Alabama,4888949,10,14.28571429,6750,211,9.538878843
2020-04-29,Alabama,4888949,9,14.14285714,6925,175,7.911392405
2020-04-30,Alabama,4888949,9,12.85714286,7068,143,6.464737794
2020-05-01,Alabama,4888949,10,13,7294,226,10.21699819
2020-05-02,Alabama,4888949,28,14,7611,317,14.33092224
2020-05-03,Alabama,4888949,17,13.28571429,7888,277,12.52260398
2020-05-04,Alabama,4888949,9,13.14285714,8112,224,10.12658228
2020-05-05,Alabama,4888949,4,12.28571429,8437,325,14.6925859
2020-05-06,Alabama,4888949,14,13,8691,254,11.48282098
2020-05-07,Alabama,4888949,5,12.42857143,9046,355,16.04882459
2020-05-08,Alabama,4888949,14,13,9385,339,15.32549729
2020-05-09,Alabama,4888949,0,9,9668,283,12.79385172
2020-05-10,Alabama,4888949,12,8.285714286,9889,221,9.990958409
2020-05-11,Alabama,4888949,10,8.428571429,10164,275,12.43218807
2020-05-12,Alabama,4888949,15,10,10464,300,13.56238698
2020-05-13,Alabama,4888949,19,10.71428571,10700,236,10.66907776
2020-05-14,Alabama,4888949,10,11.42857143,11101,401,18.1283906
2020-05-15,Alabama,4888949,15,11.57142857,11373,272,12.2965642
2020-05-16,Alabama,4888949,11,13.14285714,11674,301,13.60759494
2020-05-17,Alabama,4888949,22,14.57142857,11771,97,4.38517179
2020-05-18,Alabama,4888949,14,15.14285714,12086,315,14.24050633
2020-05-19,Alabama,4888949,44,19.28571429,12376,290,13.11030741
2020-05-20,Alabama,4888949,25,20.14285714,13052,676,30.56057866
2020-05-21,Alabama,4888949,20,21.57142857,13414,362,16.36528029
2020-05-22,Alabama,4888949,10,20.85714286,13670,256,11.57323689
2020-05-23,Alabama,4888949,0,19.28571429,14149,479,21.65461121
2020-05-24,Alabama,4888949,0,16.14285714,14478,329,14.87341772
2020-05-25,Alabama,4888949,6,15,14986,508,22.96564195
2020-05-26,Alabama,4888949,20,11.57142857,15650,664,30.01808318
2020-05-27,Alabama,4888949,14,10,16032,382,17.26943942
2020-05-28,Alabama,4888949,15,9.285714286,16530,498,22.51356239
2020-05-29,Alabama,4888949,26,11.57142857,17031,501,22.64918626
2020-05-30,Alabama,4888949,11,13.14285714,17359,328,14.82820976
2020-05-31,Alabama,4888949,6,14,17952,593,26.80831826
2020-06-01,Alabama,4888949,15,15.28571429,18534,582,26.31103074
2020-06-02,Alabama,4888949,20,15.28571429,18771,237,10.71428571
2020-06-03,Alabama,4888949,10,14.71428571,18851,80,3.616636528
2020-06-04,Alabama,4888949,24,16,19072,221,9.990958409
2020-06-05,Alabama,4888949,10,13.71428571,19387,315,14.24050633
2020-06-06,Alabama,4888949,28,16.14285714,20043,656,29.65641953
2020-06-07,Alabama,4888949,17,17.71428571,20500,457,20.66003617
2020-06-08,Alabama,4888949,14,17.57142857,20925,425,19.21338156
2020-06-09,Alabama,4888949,19,17.42857143,21422,497,22.46835443
2020-06-10,Alabama,4888949,20,18.85714286,21989,567,25.63291139
2020-06-11,Alabama,4888949,5,16.14285714,22845,856,38.69801085
2020-06-12,Alabama,4888949,11,16.28571429,23710,865,39.10488246
2020-06-13,Alabama,4888949,35,17.28571429,24601,891,40.28028933
2020-06-14,Alabama,4888949,17,17.28571429,25615,1014,45.84086799
2020-06-15,Alabama,4888949,15,17.42857143,26272,657,29.70162749
2020-06-16,Alabama,4888949,30,19,26912,640,28.93309222
2020-06-17,Alabama,4888949,31,20.57142857,27312,400,18.08318264
2020-06-18,Alabama,4888949,15,22,28206,894,40.4159132
2020-06-19,Alabama,4888949,16,22.71428571,29002,796,35.98553345
2020-06-20,Alabama,4888949,24,21.14285714,29549,547,24.72875226
2020-06-21,Alabama,4888949,36,23.85714286,30021,472,21.33815552
2020-06-22,Alabama,4888949,41,27.57142857,30454,433,19.57504521
2020-06-23,Alabama,4888949,36,28.42857143,31097,643,29.06871609
2020-06-24,Alabama,4888949,20,26.85714286,32064,967,43.71609403
2020-06-25,Alabama,4888949,10,26.14285714,33206,1142,51.62748644
2020-06-26,Alabama,4888949,42,29.85714286,34183,977,44.1681736
2020-06-27,Alabama,4888949,88,39,35083,900,40.68716094
2020-06-28,Alabama,4888949,23,37.14285714,35441,358,16.18444846
2020-06-29,Alabama,4888949,42,37.28571429,37175,1734,78.39059675
2020-06-30,Alabama,4888949,52,39.57142857,38045,870,39.33092224
2020-07-01,Alabama,4888949,37,42,38962,917,41.4556962
2020-07-02,Alabama,4888949,48,47.42857143,40111,1149,51.94394213
2020-07-03,Alabama,4888949,39,47,41865,1754,79.29475588
2020-07-04,Alabama,4888949,50,41.57142857,42862,997,45.07233273
2020-07-05,Alabama,4888949,70,48.28571429,43953,1091,49.32188065
2020-07-06,Alabama,4888949,57,50.42857143,44878,925,41.81735986
2020-07-07,Alabama,4888949,57,51.14285714,45785,907,41.00361664
2020-07-08,Alabama,4888949,100,60.14285714,46962,1177,53.20976492
2020-07-09,Alabama,4888949,54,61,49174,2212,100
2020-07-10,Alabama,4888949,39,61,50508,1334,60.3074141
2020-07-11,Alabama,4888949,43,60,51947,1439,65.05424955
2020-07-12,Alabama,4888949,18,52.57142857,53587,1640,74.14104882
2020-07-13,Alabama,4888949,26,48.14285714,55545,1958,88.51717902
2020-07-14,Alabama,4888949,42,46,57255,1710,77.30560579
2020-07-15,Alabama,4888949,47,38.42857143,59067,1812,81.91681736
2020-07-16,Alabama,4888949,28,34.71428571,61088,2021,91.36528029
2020-07-17,Alabama,4888949,44,35.42857143,63091,2003,90.55153707
2020-07-18,Alabama,4888949,30,33.57142857,65234,2143,96.88065099
2020-07-19,Alabama,4888949,12,32.71428571,67011,1777,80.33453888
2020-02-01,Alaska,738068,0,,,,0
2020-02-02,Alaska,738068,0,,,0,0
2020-02-03,Alaska,738068,0,,,0,0
2020-02-04,Alaska,738068,0,,,0,0
2020-02-05,Alaska,738068,0,,,0,0
2020-02-06,Alaska,738068,0,,,0,0
2020-02-07,Alaska,738068,0,0,,0,0
2020-02-08,Alaska,738068,0,0,,0,0
2020-02-09,Alaska,738068,0,0,,0,0
2020-02-10,Alaska,738068,0,0,,0,0
2020-02-11,Alaska,738068,0,0,,0,0
2020-02-12,Alaska,738068,0,0,,0,0
2020-02-13,Alaska,738068,0,0,,0,0
2020-02-14,Alaska,738068,0,0,,0,0
2020-02-15,Alaska,738068,0,0,,0,0
2020-02-16,Alaska,738068,0,0,,0,0
2020-02-17,Alaska,738068,0,0,,0,0
2020-02-18,Alaska,738068,0,0,,0,0
2020-02-19,Alaska,738068,0,0,,0,0
2020-02-20,Alaska,738068,0,0,,0,0
2020-02-21,Alaska,738068,0,0,,0,0
2020-02-22,Alaska,738068,0,0,,0,0
2020-02-23,Alaska,738068,0,0,,0,0
2020-02-24,Alaska,738068,0,0,,0,0
2020-02-25,Alaska,738068,0,0,,0,0
2020-02-26,Alaska,738068,0,0,,0,0
2020-02-27,Alaska,738068,0,0,,0,0
2020-02-28,Alaska,738068,0,0,,0,0
2020-02-29,Alaska,738068,0,0,,0,0
2020-03-01,Alaska,738068,0,0,,0,0
2020-03-02,Alaska,738068,0,0,,0,0
2020-03-03,Alaska,738068,0,0,,0,0
2020-03-04,Alaska,738068,0,0,,0,0
2020-03-05,Alaska,738068,0,0,,0,0
2020-03-06,Alaska,738068,0,0,,0,0
2020-03-07,Alaska,738068,0,0,,0,0
2020-03-08,Alaska,738068,0,0,,0,0
2020-03-09,Alaska,738068,0,0,,0,0
2020-03-10,Alaska,738068,30,4.285714286,,0,0
2020-03-11,Alaska,738068,0,4.285714286,,0,0
2020-03-12,Alaska,738068,30,8.571428571,1,1,0.8474576271
2020-03-13,Alaska,738068,0,8.571428571,1,0,0
2020-03-14,Alaska,738068,69,18.42857143,1,0,0
2020-03-15,Alaska,738068,35,23.42857143,1,0,0
2020-03-16,Alaska,738068,0,23.42857143,3,2,1.694915254
2020-03-17,Alaska,738068,0,19.14285714,6,3,2.542372881
2020-03-18,Alaska,738068,59,27.57142857,9,3,2.542372881
2020-03-19,Alaska,738068,0,23.28571429,12,3,2.542372881
2020-03-20,Alaska,738068,0,23.28571429,14,2,1.694915254
2020-03-21,Alaska,738068,0,13.42857143,21,7,5.93220339
2020-03-22,Alaska,738068,0,8.428571429,22,1,0.8474576271
2020-03-23,Alaska,738068,0,8.428571429,36,14,11.86440678
2020-03-24,Alaska,738068,28,12.42857143,42,6,5.084745763
2020-03-25,Alaska,738068,27,7.857142857,59,17,14.40677966
2020-03-26,Alaska,738068,0,7.857142857,69,10,8.474576271
2020-03-27,Alaska,738068,0,7.857142857,85,16,13.55932203
2020-03-28,Alaska,738068,0,7.857142857,102,17,14.40677966
2020-03-29,Alaska,738068,29,12,114,12,10.16949153
2020-03-30,Alaska,738068,0,12,120,6,5.084745763
2020-03-31,Alaska,738068,0,8,133,13,11.01694915
2020-04-01,Alaska,738068,0,4.142857143,143,10,8.474576271
2020-04-02,Alaska,738068,0,4.142857143,146,3,2.542372881
2020-04-03,Alaska,738068,0,4.142857143,156,10,8.474576271
2020-04-04,Alaska,738068,28,8.142857143,169,13,11.01694915
2020-04-05,Alaska,738068,0,4,183,14,11.86440678
2020-04-06,Alaska,738068,25,7.571428571,189,6,5.084745763
2020-04-07,Alaska,738068,39,13.14285714,211,22,18.6440678
2020-04-08,Alaska,738068,25,16.71428571,224,13,11.01694915
2020-04-09,Alaska,738068,53,24.28571429,233,9,7.627118644
2020-04-10,Alaska,738068,40,30,244,11,9.322033898
2020-04-11,Alaska,738068,0,26,255,11,9.322033898
2020-04-12,Alaska,738068,0,26,270,15,12.71186441
2020-04-13,Alaska,738068,52,29.85714286,275,5,4.237288136
2020-04-14,Alaska,738068,25,27.85714286,283,8,6.779661017
2020-04-15,Alaska,738068,0,24.28571429,291,8,6.779661017
2020-04-16,Alaska,738068,0,16.71428571,298,7,5.93220339
2020-04-17,Alaska,738068,0,11,307,9,7.627118644
2020-04-18,Alaska,738068,29,15.14285714,312,5,4.237288136
2020-04-19,Alaska,738068,0,15.14285714,317,5,4.237288136
2020-04-20,Alaska,738068,25,11.28571429,319,2,1.694915254
2020-04-21,Alaska,738068,26,11.42857143,327,8,6.779661017
2020-04-22,Alaska,738068,25,15,333,6,5.084745763
2020-04-23,Alaska,738068,0,15,335,2,1.694915254
2020-04-24,Alaska,738068,0,15,337,2,1.694915254
2020-04-25,Alaska,738068,0,10.85714286,337,0,0
2020-04-26,Alaska,738068,30,15.14285714,339,2,1.694915254
2020-04-27,Alaska,738068,26,15.28571429,343,4,3.389830508
2020-04-28,Alaska,738068,25,15.14285714,349,6,5.084745763
2020-04-29,Alaska,738068,38,17,353,4,3.389830508
2020-04-30,Alaska,738068,0,17,353,0,0
2020-05-01,Alaska,738068,26,20.71428571,362,9,7.627118644
2020-05-02,Alaska,738068,30,25,363,1,0.8474576271
2020-05-03,Alaska,738068,31,25.14285714,366,3,2.542372881
2020-05-04,Alaska,738068,0,21.42857143,368,2,1.694915254
2020-05-05,Alaska,738068,25,21.42857143,369,1,0.8474576271
2020-05-06,Alaska,738068,0,16,370,1,0.8474576271
2020-05-07,Alaska,738068,0,16,373,3,2.542372881
2020-05-08,Alaska,738068,0,12.28571429,376,3,2.542372881
2020-05-09,Alaska,738068,0,8,377,1,0.8474576271
2020-05-10,Alaska,738068,100,17.85714286,378,1,0.8474576271
2020-05-11,Alaska,738068,0,17.85714286,380,2,1.694915254
2020-05-12,Alaska,738068,27,18.14285714,383,3,2.542372881
2020-05-13,Alaska,738068,0,18.14285714,383,0,0
2020-05-14,Alaska,738068,56,26.14285714,387,4,3.389830508
2020-05-15,Alaska,738068,0,26.14285714,388,1,0.8474576271
2020-05-16,Alaska,738068,33,30.85714286,392,4,3.389830508
2020-05-17,Alaska,738068,34,21.42857143,396,4,3.389830508
2020-05-18,Alaska,738068,0,21.42857143,399,3,2.542372881
2020-05-19,Alaska,738068,0,17.57142857,399,0,0
2020-05-20,Alaska,738068,27,21.42857143,402,3,2.542372881
2020-05-21,Alaska,738068,28,17.42857143,402,0,0
2020-05-22,Alaska,738068,0,17.42857143,404,2,1.694915254
2020-05-23,Alaska,738068,0,12.71428571,409,5,4.237288136
2020-05-24,Alaska,738068,0,7.857142857,409,0,0
2020-05-25,Alaska,738068,31,12.28571429,412,3,2.542372881
2020-05-26,Alaska,738068,56,20.28571429,416,4,3.389830508
2020-05-27,Alaska,738068,28,20.42857143,417,1,0.8474576271
2020-05-28,Alaska,738068,59,24.85714286,430,13,11.01694915
2020-05-29,Alaska,738068,0,24.85714286,436,6,5.084745763
2020-05-30,Alaska,738068,0,24.85714286,441,5,4.237288136
2020-05-31,Alaska,738068,0,24.85714286,469,28,23.72881356
2020-06-01,Alaska,738068,41,26.28571429,476,7,5.93220339
2020-06-02,Alaska,738068,29,22.42857143,497,21,17.79661017
2020-06-03,Alaska,738068,0,18.42857143,516,19,16.10169492
2020-06-04,Alaska,738068,0,10,542,26,22.03389831
2020-06-05,Alaska,738068,29,14.14285714,565,23,19.49152542
2020-06-06,Alaska,738068,34,19,579,14,11.86440678
2020-06-07,Alaska,738068,35,24,588,9,7.627118644
2020-06-08,Alaska,738068,0,18.14285714,607,19,16.10169492
2020-06-09,Alaska,738068,27,17.85714286,620,13,11.01694915
2020-06-10,Alaska,738068,29,22,642,22,18.6440678
2020-06-11,Alaska,738068,30,26.28571429,666,24,20.33898305
2020-06-12,Alaska,738068,31,26.57142857,688,22,18.6440678
2020-06-13,Alaska,738068,0,21.71428571,722,34,28.81355932
2020-06-14,Alaska,738068,36,21.85714286,734,12,10.16949153
2020-06-15,Alaska,738068,29,26,738,4,3.389830508
2020-06-16,Alaska,738068,29,26.28571429,751,13,11.01694915
2020-06-17,Alaska,738068,30,26.42857143,776,25,21.18644068
2020-06-18,Alaska,738068,58,30.42857143,795,19,16.10169492
2020-06-19,Alaska,738068,29,30.14285714,821,26,22.03389831
2020-06-20,Alaska,738068,66,39.57142857,845,24,20.33898305
2020-06-21,Alaska,738068,68,44.14285714,859,14,11.86440678
2020-06-22,Alaska,738068,0,40,869,10,8.474576271
2020-06-23,Alaska,738068,58,44.14285714,905,36,30.50847458
2020-06-24,Alaska,738068,30,44.14285714,926,21,17.79661017
2020-06-25,Alaska,738068,30,40.14285714,971,45,38.13559322
2020-06-26,Alaska,738068,30,40.28571429,1001,30,25.42372881
2020-06-27,Alaska,738068,0,30.85714286,1027,26,22.03389831
2020-06-28,Alaska,738068,68,30.85714286,1060,33,27.96610169
2020-06-29,Alaska,738068,28,34.85714286,1085,25,21.18644068
2020-06-30,Alaska,738068,29,30.71428571,1132,47,39.83050847
2020-07-01,Alaska,738068,30,30.71428571,1174,42,35.59322034
2020-07-02,Alaska,738068,31,30.85714286,1224,50,42.37288136
2020-07-03,Alaska,738068,34,31.42857143,1284,60,50.84745763
2020-07-04,Alaska,738068,78,42.57142857,1339,55,46.61016949
2020-07-05,Alaska,738068,58,41.14285714,1371,32,27.11864407
2020-07-06,Alaska,738068,30,41.42857143,1401,30,25.42372881
2020-07-07,Alaska,738068,44,43.57142857,1423,22,18.6440678
2020-07-08,Alaska,738068,44,45.57142857,1472,49,41.52542373
2020-07-09,Alaska,738068,45,47.57142857,1521,49,41.52542373
2020-07-10,Alaska,738068,0,42.71428571,1579,58,49.15254237
2020-07-11,Alaska,738068,35,36.57142857,1656,77,65.25423729
2020-07-12,Alaska,738068,0,28.28571429,1772,116,98.30508475
2020-07-13,Alaska,738068,30,28.28571429,1843,71,60.16949153
2020-07-14,Alaska,738068,61,30.71428571,1897,54,45.76271186
2020-07-15,Alaska,738068,30,28.71428571,1958,61,51.69491525
2020-07-16,Alaska,738068,31,26.71428571,2034,76,64.40677966
2020-07-17,Alaska,738068,46,33.28571429,2083,49,41.52542373
2020-07-18,Alaska,738068,70,38.28571429,2157,74,62.71186441
2020-07-19,Alaska,738068,0,38.28571429,2275,118,100
2020-02-01,Arizona,7123898,0,,1,,0
2020-02-02,Arizona,7123898,0,,1,0,0
2020-02-03,Arizona,7123898,0,,1,0,0
2020-02-04,Arizona,7123898,0,,1,0,0
2020-02-05,Arizona,7123898,0,,1,0,0
2020-02-06,Arizona,7123898,0,,1,0,0
2020-02-07,Arizona,7123898,0,0,1,0,0
2020-02-08,Arizona,7123898,0,0,1,0,0
2020-02-09,Arizona,7123898,0,0,1,0,0
2020-02-10,Arizona,7123898,0,0,1,0,0
2020-02-11,Arizona,7123898,0,0,1,0,0
2020-02-12,Arizona,7123898,0,0,1,0,0
2020-02-13,Arizona,7123898,0,0,1,0,0
2020-02-14,Arizona,7123898,0,0,1,0,0
2020-02-15,Arizona,7123898,0,0,1,0,0
2020-02-16,Arizona,7123898,0,0,1,0,0
2020-02-17,Arizona,7123898,0,0,1,0,0
2020-02-18,Arizona,7123898,0,0,1,0,0
2020-02-19,Arizona,7123898,0,0,1,0,0
2020-02-20,Arizona,7123898,0,0,1,0,0
2020-02-21,Arizona,7123898,0,0,1,0,0
2020-02-22,Arizona,7123898,0,0,1,0,0
2020-02-23,Arizona,7123898,0,0,1,0,0
2020-02-24,Arizona,7123898,0,0,1,0,0
2020-02-25,Arizona,7123898,0,0,1,0,0
2020-02-26,Arizona,7123898,0,0,1,0,0
2020-02-27,Arizona,7123898,0,0,1,0,0
2020-02-28,Arizona,7123898,0,0,1,0,0
2020-02-29,Arizona,7123898,0,0,1,0,0
2020-03-01,Arizona,7123898,0,0,1,0,0
2020-03-02,Arizona,7123898,0,0,1,0,0
2020-03-03,Arizona,7123898,0,0,2,1,0.02084636231
2020-03-04,Arizona,7123898,0,0,2,0,0
2020-03-05,Arizona,7123898,4,0.5714285714,2,0,0
2020-03-06,Arizona,7123898,4,1.142857143,3,1,0.02084636231
2020-03-07,Arizona,7123898,0,1.142857143,5,2,0.04169272462
2020-03-08,Arizona,7123898,4,1.714285714,5,0,0
2020-03-09,Arizona,7123898,0,1.714285714,6,1,0.02084636231
2020-03-10,Arizona,7123898,0,1.714285714,6,0,0
2020-03-11,Arizona,7123898,4,2.285714286,9,3,0.06253908693
2020-03-12,Arizona,7123898,4,2.285714286,9,0,0
2020-03-13,Arizona,7123898,4,2.285714286,9,0,0
2020-03-14,Arizona,7123898,9,3.571428571,12,3,0.06253908693
2020-03-15,Arizona,7123898,11,4.571428571,13,1,0.02084636231
2020-03-16,Arizona,7123898,11,6.142857143,18,5,0.1042318115
2020-03-17,Arizona,7123898,8,7.285714286,20,2,0.04169272462
2020-03-18,Arizona,7123898,7,7.714285714,28,8,0.1667708985
2020-03-19,Arizona,7123898,11,8.714285714,47,19,0.3960808839
2020-03-20,Arizona,7123898,7,9.142857143,70,23,0.4794663331
2020-03-21,Arizona,7123898,6,8.714285714,104,34,0.7087763185
2020-03-22,Arizona,7123898,8,8.285714286,153,49,1.021471753
2020-03-23,Arizona,7123898,5,7.428571429,234,81,1.688555347
2020-03-24,Arizona,7123898,4,6.857142857,326,92,1.917865332
2020-03-25,Arizona,7123898,9,7.142857143,402,76,1.584323536
2020-03-26,Arizona,7123898,19,8.285714286,508,106,2.209714405
2020-03-27,Arizona,7123898,5,8,665,157,3.272878883
2020-03-28,Arizona,7123898,4,7.714285714,773,108,2.251407129
2020-03-29,Arizona,7123898,17,9,930,157,3.272878883
2020-03-30,Arizona,7123898,4,8.857142857,1169,239,4.982280592
2020-03-31,Arizona,7123898,5,9,1298,129,2.689180738
2020-04-01,Arizona,7123898,14,9.714285714,1413,115,2.397331666
2020-04-02,Arizona,7123898,5,7.714285714,1600,187,3.898269752
2020-04-03,Arizona,7123898,11,8.571428571,1769,169,3.52303523
2020-04-04,Arizona,7123898,10,9.428571429,2019,250,5.211590577
2020-04-05,Arizona,7123898,12,8.714285714,2269,250,5.211590577
2020-04-06,Arizona,7123898,18,10.71428571,2466,197,4.106733375
2020-04-07,Arizona,7123898,22,13.14285714,2577,111,2.313946216
2020-04-08,Arizona,7123898,13,13,2726,149,3.106107984
2020-04-09,Arizona,7123898,25,15.85714286,3018,292,6.087137794
2020-04-10,Arizona,7123898,23,17.57142857,3112,94,1.959558057
2020-04-11,Arizona,7123898,14,18.14285714,3393,281,5.857827809
2020-04-12,Arizona,7123898,13,18.28571429,3539,146,3.043568897
2020-04-13,Arizona,7123898,7,16.71428571,3702,163,3.397957056
2020-04-14,Arizona,7123898,14,15.57142857,3806,104,2.16802168
2020-04-15,Arizona,7123898,23,17,3962,156,3.25203252
2020-04-16,Arizona,7123898,18,16,4234,272,5.670210548
2020-04-17,Arizona,7123898,20,15.57142857,4507,273,5.691056911
2020-04-18,Arizona,7123898,28,17.57142857,4719,212,4.41942881
2020-04-19,Arizona,7123898,20,18.57142857,4929,210,4.377736085
2020-04-20,Arizona,7123898,18,20.14285714,5064,135,2.814258912
2020-04-21,Arizona,7123898,21,21.14285714,5251,187,3.898269752
2020-04-22,Arizona,7123898,16,20.14285714,5459,208,4.33604336
2020-04-23,Arizona,7123898,14,19.57142857,5769,310,6.462372316
2020-04-24,Arizona,7123898,30,21,6045,276,5.753595997
2020-04-25,Arizona,7123898,14,19,6280,235,4.898895143
2020-04-26,Arizona,7123898,12,17.85714286,6526,246,5.128205128
2020-04-27,Arizona,7123898,23,18.57142857,6716,190,3.960808839
2020-04-28,Arizona,7123898,14,17.57142857,6948,232,4.836356056
2020-04-29,Arizona,7123898,19,18,7202,254,5.294976027
2020-04-30,Arizona,7123898,18,18.57142857,7648,446,9.29747759
2020-05-01,Arizona,7123898,11,15.85714286,7962,314,6.545757765
2020-05-02,Arizona,7123898,20,16.71428571,8364,402,8.380237649
2020-05-03,Arizona,7123898,25,18.57142857,8640,276,5.753595997
2020-05-04,Arizona,7123898,26,19,8919,279,5.816135084
2020-05-05,Arizona,7123898,7,18,9305,386,8.046695852
2020-05-06,Arizona,7123898,21,18.28571429,9707,402,8.380237649
2020-05-07,Arizona,7123898,18,18.28571429,9945,238,4.96143423
2020-05-08,Arizona,7123898,22,19.85714286,10526,581,12.1117365
2020-05-09,Arizona,7123898,10,18.42857143,10960,434,9.047321242
2020-05-10,Arizona,7123898,15,17,11119,159,3.314571607
2020-05-11,Arizona,7123898,19,16,11380,261,5.440900563
2020-05-12,Arizona,7123898,15,17.14285714,11736,356,7.421304982
2020-05-13,Arizona,7123898,42,20.14285714,12176,440,9.172399416
2020-05-14,Arizona,7123898,15,19.71428571,12674,498,10.38148843
2020-05-15,Arizona,7123898,22,19.71428571,13169,495,10.31894934
2020-05-16,Arizona,7123898,14,20.28571429,13631,462,9.631019387
2020-05-17,Arizona,7123898,17,20.57142857,13937,306,6.378986867
2020-05-18,Arizona,7123898,18,20.42857143,14170,233,4.857202418
